"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"File.Edit","t","","183","1693076590600","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"184","1693076590604","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"File.Edit","r","","184","1693076590745","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"185","1693076590749","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"r",,,,,
"X-Action","Choose Lookup Item Replace",,,"1693076591008","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Choose Lookup Item Replace",,,,,
"File.Edit","ip","","185","1693076591011","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","(","","187","1693076591021","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",")","","188","1693076591023","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","t","","188","1693076593114","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"189","1693076593114","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"File.Edit"," ","","189","1693076593118","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","189","1693076593209","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","i","","189","1693076593210","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"190","1693076593214","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit","p","","190","1693076593303","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"191","1693076593312","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"p",,,,,
"File.Edit",",","","191","1693076594047","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",",",,"192","1693076594048","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,",",,,,,
"File.Edit"," ","","192","1693076594185","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"193","1693076594186","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"X-Action","Backspace",,,"1693076594916","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","192","1693076594918","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076595046","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","",",","191","1693076595048","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076595474","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","p","190","1693076595475","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076595615","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","i","189","1693076595616","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076595764","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","t","188","1693076595765","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","s","","188","1693076596117","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"189","1693076596118","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"s",,,,,
"File.Edit"," ","","189","1693076596122","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","189","1693076596273","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","e","","189","1693076596274","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"190","1693076596276","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"e",,,,,
"File.Edit","l","","190","1693076596472","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"191","1693076596476","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"l",,,,,
"File.Edit","f","","191","1693076596643","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"192","1693076596647","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"f",,,,,
"File.Edit",",","","192","1693076596809","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",",",,"193","1693076596809","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,",",,,,,
"File.Edit"," ","","193","1693076596931","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"194","1693076596931","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","'","","194","1693076598592","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","'",,"195","1693076598592","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"'",,,,,
"File.Edit","'","","194","1693076598592","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","%","","195","1693076599894","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","%",,"196","1693076599894","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"%",,,,,
"X-Keystroke","'",,"197","1693076600515","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"'",,,,,
"File.Edit","\","","195","1693076603774","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","\",,"196","1693076603775","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"\",,,,,
"File.Edit","","self","188","1693076606224","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","t","","188","1693076606225","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"189","1693076606225","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"File.Edit","","t","188","1693076606228","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","s ","","188","1693076606229","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","","s","188","1693076606228","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","t","","188","1693076606229","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","189","1693076606300","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","i","","189","1693076606301","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"190","1693076606303","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit","p","","190","1693076606406","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"191","1693076606413","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"p",,,,,
"X-Action","Backspace",,,"1693076610533","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","'","196","1693076610546","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076610662","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","%","195","1693076610664","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076610826","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","\","194","1693076610827","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076610975","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","'","193","1693076610976","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","%","","193","1693076612113","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","%",,"194","1693076612114","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"%",,,,,
"File.Edit","","    ","169","1693076617847","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076652815","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","",")","190","1693076652817","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076652923","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","%","189","1693076652924","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076653064","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","188","1693076653065","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076653195","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","",",","187","1693076653196","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076653339","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","p","186","1693076653340","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076653540","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","i","185","1693076653541","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076654072","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","t","184","1693076654072","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","'","","184","1693076654934","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","'",,"185","1693076654934","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"'",,,,,
"File.Edit","'","","185","1693076654934","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","%","","185","1693076655963","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","%",,"186","1693076655964","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"%",,,,,
"File.Edit",")","","186","1693076656598","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",")",,"187","1693076656599","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,")",,,,,
"X-Action","Backspace",,,"1693076658904","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","",")","186","1693076658905","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Right",,,"1693076659888","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"File.Edit",")","","187","1693076660323","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",")",,"188","1693076660323","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,")",,,,,
"X-Action","Enter",,,"1693076661576","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","    
","","189","1693076661578","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Enter",,,"1693076661698","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","    
","","194","1693076661699","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Backspace",,,"1693076666514","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","197","1693076666515","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","   ","194","1693076666515","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076666657","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","
","194","1693076666658","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","i","","193","1693076668654","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"194","1693076668654","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit"," ","","194","1693076668659","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","194","1693076668718","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","n","","194","1693076668719","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"195","1693076668722","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit","t","","195","1693076668835","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"196","1693076668838","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"File.Edit","T","","196","1693076669441","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","T",,"197","1693076669447","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"T",,,,,
"File.Edit","i","","197","1693076669580","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"198","1693076669580","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit","p","","198","1693076669700","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"199","1693076669700","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"p",,,,,
"File.Edit"," ","","199","1693076670269","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"200","1693076670269","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","=","","200","1693076670339","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","=",,"201","1693076670339","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"=",,,,,
"File.Edit"," ","","201","1693076670455","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"202","1693076670455","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","t","","202","1693076671469","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"203","1693076671469","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"File.Edit"," ","","203","1693076671474","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","203","1693076671534","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","i","","203","1693076671535","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"204","1693076671538","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit","p","","204","1693076671638","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"205","1693076671643","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"p",,,,,
"X-Action","Backspace",,,"1693076672547","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","p","204","1693076672548","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076672710","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","i","203","1693076672711","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076672880","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","t","202","1693076672881","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","i","","174","1693076678939","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"175","1693076678940","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit","","i","174","1693076678944","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","i ","","174","1693076678944","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","175","1693076679003","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","n","","175","1693076679004","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"176","1693076679005","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit","t","","177","1693076679114","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"177","1693076679119","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"File.Edit","T","","177","1693076680101","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","T",,"178","1693076680110","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"T",,,,,
"File.Edit","i","","178","1693076680249","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"179","1693076680249","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit","p","","179","1693076680374","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"180","1693076680375","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"p",,,,,
"File.Edit"," ","","180","1693076681068","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"181","1693076681068","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","=","","181","1693076681343","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","=",,"182","1693076681343","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"=",,,,,
"File.Edit"," ","","182","1693076681650","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"183","1693076681651","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","i","","183","1693076681850","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"184","1693076681850","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit"," ","","184","1693076681853","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","184","1693076681935","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","n","","184","1693076681936","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"185","1693076681940","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit","t","","186","1693076682039","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"186","1693076682046","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"File.Edit","(","","186","1693076682661","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","(",,"187","1693076682661","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"(",,,,,
"File.Edit",")","","201","1693076684476","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",")",,"202","1693076684477","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,")",,,,,
"X-Action","Backspace",,,"1693076686492","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","    intTip = ","203","1693076686493","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076686979","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","
","203","1693076686980","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Enter",,,"1693076697280","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","    
","","203","1693076697282","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Enter",,,"1693076697425","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","    
","","208","1693076697426","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","p","","212","1693076697865","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"213","1693076697865","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"p",,,,,
"File.Edit"," ","","213","1693076697871","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","213","1693076698008","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","e","","213","1693076698009","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"214","1693076698015","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"e",,,,,
"File.Edit","r","","214","1693076698087","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"215","1693076698090","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"r",,,,,
"File.Edit","p","","215","1693076698853","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"216","1693076698862","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"p",,,,,
"X-Action","Backspace",,,"1693076699184","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","p","215","1693076699185","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","P","","215","1693076699421","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","P",,"216","1693076699421","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"P",,,,,
"File.Edit"," ","","216","1693076699424","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","216","1693076699578","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","e","","216","1693076699579","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"217","1693076699578","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"e",,,,,
"File.Edit","r","","217","1693076699659","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"218","1693076699659","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"r",,,,,
"File.Edit","s","","218","1693076699814","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"219","1693076699814","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"s",,,,,
"File.Edit","o","","219","1693076699921","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"220","1693076699921","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"o",,,,,
"File.Edit","n","","220","1693076700008","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"221","1693076700008","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"X-Action","Backspace",,,"1693076700264","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","n","220","1693076700265","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076700431","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","o","219","1693076700432","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","o","","219","1693076701938","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"220","1693076701939","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"o",,,,,
"File.Edit"," ","","220","1693076701942","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","220","1693076702000","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","n","","220","1693076702001","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"221","1693076702000","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit"," ","","221","1693076704354","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"222","1693076704355","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
